#Sequence ID	name	date	primer	latlon	latitude	longitude	locality	country	note	address	altitude	sample_number	location	type	sex	site	yearmonth	source	volunteer	sampletype	sampleid	notes	sample_date	method	lat_lon
Roma|20130101|Italy|1121	SRA Sample SRR4074314 5	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20110101|China|74	SRA Sample ERR527135 35	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Kjellerup|20090101|Denmark|609	SRA Sample ERR525890 6	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20140101|China|59	SRA Sample ERR1190648 12	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Kjellerup|20090101|Denmark|537	SRA Sample ERR321275 49	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Montreal|20101118|Canada|30	SRA Sample SRR2565925 30	20101118		45.50,-73.63	45.50	-73.63	Montreal	Canada																haplotype called by gretel version 0.0.8	45.50 N 73.63 W
Dallas|20140616|USA|132	SRA Sample SRR3160438 132	20140616		32.8094,-96.8365	32.8094	-96.8365	Dallas	USA																haplotype called by gretel version 0.0.8	32.8094 N 96.8365 W
Lanzhou_Shi|20140101|China|4	SRA Sample ERR1190786 1	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Division_No_18|20101001|Canada|31	SRA Sample SRR1554403 31	20101001		56.130366,-106.346771	56.130366	-106.346771	Division No. 18	Canada																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20140101|China|23	SRA Sample ERR1190968 13	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20140101|China|22	SRA Sample ERR1190968 12	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Division_No_18|20101001|Canada|5	SRA Sample SRR1554403 5	20101001		56.130366,-106.346771	56.130366	-106.346771	Division No. 18	Canada																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20120101|China|11	SRA Sample ERR589787 5	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Kjellerup|20090101|Denmark|120	SRA Sample ERR321530 63	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Division_No_18|20101001|Canada|78	SRA Sample SRR1554402 44	20101001		56.130366,-106.346771	56.130366	-106.346771	Division No. 18	Canada																haplotype called by gretel version 0.0.8	
Kjellerup|20090101|Denmark|470	SRA Sample ERR525802 37	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Kjellerup|20090101|Denmark|401	SRA Sample ERR414235 27	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Courtaboeuf_Cedex|20050101|France|35	SRA Sample ERR479395 22	20050101		46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex	France																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20140101|China|19	SRA Sample ERR1190968 9	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20120101|China|164	SRA Sample ERR1018195 31	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Baltimore|20140608|USA|22	SRA Sample SRR4435814 20	20140608		39.288462639338995,-76.6259459406137	39.288462639338995	-76.6259459406137	Baltimore	USA																haplotype called by gretel version 0.0.8	39.288462639338995 N 76.62594594061375 W
Baltimore|20140608|USA|50	SRA Sample SRR4435814 48	20140608		39.288462639338995,-76.6259459406137	39.288462639338995	-76.6259459406137	Baltimore	USA																haplotype called by gretel version 0.0.8	39.288462639338995 N 76.62594594061375 W
Roma|20130101|Italy|521	SRA Sample SRR4074260 516	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|927	SRA Sample SRR4074332 187	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Dallas|20140616|USA|17	SRA Sample SRR3160438 17	20140616		32.8094,-96.8365	32.8094	-96.8365	Dallas	USA																haplotype called by gretel version 0.0.8	32.8094 N 96.8365 W
Baltimore|20140608|USA|51	SRA Sample SRR4435814 49	20140608		39.288462639338995,-76.6259459406137	39.288462639338995	-76.6259459406137	Baltimore	USA																haplotype called by gretel version 0.0.8	39.288462639338995 N 76.62594594061375 W
Houston|20130101|USA|3	SRA Sample SRR4032472 3	20130101		29.77152983140313,-95.2212444414063	29.77152983140313	-95.2212444414063	Houston	USA																haplotype called by gretel version 0.0.8	29.77152983140313 N 95.22124444140628 W
Roma|20130101|Italy|1096	SRA Sample SRR4074332 356	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|1012	SRA Sample SRR4074332 272	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Montreal|20100721|Canada|6	SRA Sample SRR2583985 6	20100721		45.50,-73.63	45.50	-73.63	Montreal	Canada																haplotype called by gretel version 0.0.8	45.50 N 73.63 W
Roma|20130101|Italy|892	SRA Sample SRR4074332 152	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Zerdab|20020517|Azerbaijan|1	Cinek lab sample 364 C 20020517	20020517		40.143105,47.576927	40.143105	47.576927	Zerdab	Azerbaijan	Assembly of 4 reads: 364_C_intF.ab1 (reversed), 364_C_r.ab1, 364_C_f.ab1 (reversed), 364_C_intR.ab1						m										
Roma|20130101|Italy|18	SRA Sample SRR4074260 13	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Kjellerup|20090101|Denmark|691	SRA Sample ERR321559 1	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20120101|China|26	SRA Sample ERR1018213 14	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|893	SRA Sample SRR4074332 153	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|15	SRA Sample SRR4074260 10	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20120101|China|68	SRA Sample ERR1018216 5	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Kjellerup|20090101|Denmark|32	SRA Sample ERR321506 32	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|528	SRA Sample SRR4074260 523	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|1081	SRA Sample SRR4074332 341	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|410	SRA Sample SRR4074260 405	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Kjellerup|20090101|Denmark|319	SRA Sample ERR321523 51	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20110101|China|82	SRA Sample ERR527135 43	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Niederdorla|20100501|Germany|20	SRA Sample SRR2155386 20	20100501		51.165691,10.451526	51.165691	10.451526	Niederdorla	Germany																haplotype called by gretel version 0.0.8	
Kjellerup|20090101|Denmark|719	SRA Sample ERR321569 17	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Division_No_18|20101001|Canada|67	SRA Sample SRR1554402 33	20101001		56.130366,-106.346771	56.130366	-106.346771	Division No. 18	Canada																haplotype called by gretel version 0.0.8	
Montreal|20101118|Canada|61	SRA Sample SRR2565925 61	20101118		45.50,-73.63	45.50	-73.63	Montreal	Canada																haplotype called by gretel version 0.0.8	45.50 N 73.63 W
Roma|20130101|Italy|392	SRA Sample SRR4074260 387	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|2	SRA Sample SRR4074305 2	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Kjellerup|20090101|Denmark|28	SRA Sample ERR321506 28	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Courtaboeuf_Cedex|20050101|France|33	SRA Sample ERR479395 20	20050101		46.227638,2.213749	46.227638	2.213749	Courtaboeuf Cedex	France																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20120101|China|117	SRA Sample ERR589773 2	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Nairobi|20160208|Kenya|1	72.Kenya.Nairobi.08-02-2016	20160208		-1.2920659,36.8219462	-1.2920659	36.8219462	Nairobi	Kenya														crAssphage_C 1-1238 (100%) aligns to NODE_1567_length_10340_cov_13.8626 8705-9942 with 97.415% identity			
Roma|20130101|Italy|234	SRA Sample SRR4074260 229	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Pakenham|20161213|Australia|1	Barr Monash Sample1 PrimerC 20161213	20161213		-38.1122141,145.4864454	-38.1122141	145.4864454	Pakenham	Australia				1	Pakenham WWTP, Victoria, Australia	WWTP											
Montreal|20100325|Canada|82	SRA Sample SRR2566056 82	20100325		45.50,-73.63	45.50	-73.63	Montreal	Canada																haplotype called by gretel version 0.0.8	45.50 N 73.63 W
Roma|20130101|Italy|366	SRA Sample SRR4074260 361	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|576	SRA Sample SRR4074260 571	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Kjellerup|20090101|Denmark|234	SRA Sample ERR321591 27	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20110101|China|36	SRA Sample ERR527073 18	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
North_Kurdufan|00000000|Sudan|2	Cinek lab sample 259 C unknown	unknown		12.862807,30.217636	12.862807	30.217636	North Kurdufan	Sudan	Assembly of 4 reads: 259_C_intF.ab1 (reversed), 259_C_r.ab1, 259_C_f.ab1 (reversed), 259_C_intR.ab1						f										
Dallas|20140616|USA|123	SRA Sample SRR3160438 123	20140616		32.8094,-96.8365	32.8094	-96.8365	Dallas	USA																haplotype called by gretel version 0.0.8	32.8094 N 96.8365 W
Madrid|20090101|Spain|41	SRA Sample ERR209793 11	20090101		40.463667,-3.74922	40.463667	-3.74922	Madrid	Spain																haplotype called by gretel version 0.0.8	
Montreal|20100325|Canada|36	SRA Sample SRR2566056 36	20100325		45.50,-73.63	45.50	-73.63	Montreal	Canada																haplotype called by gretel version 0.0.8	45.50 N 73.63 W
Roma|20130101|Italy|820	SRA Sample SRR4074332 80	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Baltimore|20140608|USA|10	SRA Sample SRR4435814 8	20140608		39.288462639338995,-76.6259459406137	39.288462639338995	-76.6259459406137	Baltimore	USA																haplotype called by gretel version 0.0.8	39.288462639338995 N 76.62594594061375 W
Lanzhou_Shi|20120101|China|64	SRA Sample ERR1018216 1	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Kjellerup|20090101|Denmark|126	SRA Sample ERR321530 69	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Kjellerup|20090101|Denmark|448	SRA Sample ERR525802 15	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20110101|China|136	SRA Sample ERR527135 97	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Oswiecim|20160303|Poland|2	Decewicz Dziewit Primer C Oswiecim 20160303	20160303		50.038062,19.321854	50.038062	19.321854	Oswiecim	Poland		Municipal and Industrial Wastewater Treatment Plant, Nadwislanska 46, 32-642 Oswiecim, Poland															
Montreal|20101118|Canada|54	SRA Sample SRR2565925 54	20101118		45.50,-73.63	45.50	-73.63	Montreal	Canada																haplotype called by gretel version 0.0.8	45.50 N 73.63 W
Lanzhou_Shi|20110101|China|79	SRA Sample ERR527135 40	20110101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|647	SRA Sample SRR4074260 642	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Kjellerup|20090101|Denmark|212	SRA Sample ERR321591 5	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Dallas|20140616|USA|50	SRA Sample SRR3160438 50	20140616		32.8094,-96.8365	32.8094	-96.8365	Dallas	USA																haplotype called by gretel version 0.0.8	32.8094 N 96.8365 W
Roma|20130101|Italy|562	SRA Sample SRR4074260 557	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Zhuhai_Shi|20140401|Hong_Kong|16	SRA Sample SRR2043641 16	20140401		22.15,114.10	22.15	114.10	Zhuhai Shi	Hong Kong																haplotype called by gretel version 0.0.8	22.15 N 114.10 E
Zhuhai_Shi|20140401|Hong_Kong|8	SRA Sample SRR2043641 8	20140401		22.15,114.10	22.15	114.10	Zhuhai Shi	Hong Kong																haplotype called by gretel version 0.0.8	22.15 N 114.10 E
Lanzhou_Shi|20120101|China|136	SRA Sample ERR1018195 3	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Kjellerup|20090101|Denmark|261	SRA Sample ERR321591 54	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Roma|20130101|Italy|342	SRA Sample SRR4074260 337	20130101		41.87194,12.56738	41.87194	12.56738	Roma	Italy																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20120101|China|16	SRA Sample ERR1018213 4	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Montreal|20101118|Canada|48	SRA Sample SRR2565925 48	20101118		45.50,-73.63	45.50	-73.63	Montreal	Canada																haplotype called by gretel version 0.0.8	45.50 N 73.63 W
Dallas|20140616|USA|168	SRA Sample SRR3160438 168	20140616		32.8094,-96.8365	32.8094	-96.8365	Dallas	USA																haplotype called by gretel version 0.0.8	32.8094 N 96.8365 W
Jyvaskyla|20040602|Finland|1	SRA Sample SRR2297851 1	20040602		61.92411,25.748151	61.92411	25.748151	Jyvaskyla	Finland																haplotype called by gretel version 0.0.8	
Kjellerup|20090101|Denmark|282	SRA Sample ERR321523 14	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
Lanzhou_Shi|20120101|China|145	SRA Sample ERR1018195 12	20120101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Montreal|20100325|Canada|27	SRA Sample SRR2566056 27	20100325		45.50,-73.63	45.50	-73.63	Montreal	Canada																haplotype called by gretel version 0.0.8	45.50 N 73.63 W
Zhuhai_Shi|20140401|Hong_Kong|3	SRA Sample SRR2043641 3	20140401		22.15,114.10	22.15	114.10	Zhuhai Shi	Hong Kong																haplotype called by gretel version 0.0.8	22.15 N 114.10 E
Lanzhou_Shi|20140101|China|5	SRA Sample ERR1190711 1	20140101		35.86166,104.195397	35.86166	104.195397	Lanzhou Shi	China																haplotype called by gretel version 0.0.8	
Niederdorla|20100501|Germany|10	SRA Sample SRR2155386 10	20100501		51.165691,10.451526	51.165691	10.451526	Niederdorla	Germany																haplotype called by gretel version 0.0.8	
Kjellerup|20090101|Denmark|610	SRA Sample ERR525890 7	20090101		56.26392,9.501785	56.26392	9.501785	Kjellerup	Denmark																haplotype called by gretel version 0.0.8	
